"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"1031","fr","L'eau qui dort est souvent plus dangereuse que les rapides","L'eau qui dort est souvent plus dangereuse que les rapides","O'hdx txl gruw hvw vrxyhqw soxv gdqjhuhxvh txh ohv udslghv","O'tro tjz xrgk yvi jixkvhw ecov srhjtiyxhv kxt cyv grjlsvm","y'pzY urp jcdv unv izqnlri ybmq spiuczvnqp ric rmz dsiuoti","58"
"1032","fr","Les grandes douleurs sont muettes et ne cherchent pas l'écho","Les grandes douleurs sont muettes et ne cherchent pas l'echo","Ohv judqghv grxohxuv vrqw pxhwwhv hw qh fkhufkhqw sdv o'hfkr","Otj aupexhh uixavouh jiqi dohikyv tk hh ryyuryyqi guv a'vwkd","eph Yzralvq eqayrivq vazy xfcvpqn qi nc uuqccacav exd b'iifn","60"
"1033","fr","La confiance est la colle qui tient ensemble les relations","La confiance est la colle qui tient ensemble les relations","Od frqildqfh hvw od frooh txl wlhqw hqvhpeoh ohv uhodwlrqv","Op tiquzuqrv yvi cu fdcfh flc wxvhw temhbsfh avm utcuwxfhv","vh aYpaxjcuv xia im gfggm mqt qrpbi oblgkeqs oqi apramqbgi","58"
"1034","fr","Un tiens vaut mieux que deux tu l'auras, dit la sagesse","Un tiens vaut mieux que deux tu l'auras, dit la sagesse","Xq wlhqv ydxw plhxa txh ghxa wx o'dxudv, glw od vdjhvvh","Xc kchcj pdjk gltlr tjv xhjo nx a'roupj, xli cu vpxyvhv","mm mRnhq zdzp fnutt rzz piwq yy e'hrura, zav ht mcirqii","55"
"1035","fr","L'argent ne fait pas le bonheur mais il y contribue un peu","L'argent ne fait pas le bonheur mais il y contribue un peu","O'dujhqw qh idlw sdv oh erqkhxu pdlv lo b frqwulexh xq shx","O'piahck hh urcw erm ot siqwvou brcv xc s fdenuxsoh je jhj","e'hmYvqq nm alqu obu vp bysyxim krau si m wfrglyasz zz qlq","58"
"1036","fr","Chaque jour suffit sa peine et chaque heure son propre fardeau","Chaque jour suffit sa peine et chaque heure son propre fardeau","Fkdtxh mrxu vxiilw vd shlqh hw fkdtxh khxuh vrq sursuh idughdx","Fwrkxt aixg joiuzn vp gylcv yw ryutjv bhjiy vde judglh urlgtro","nbpGuv reyd arzwvj ch midct ia uzbckp iczfq vzi ltfaad tquypdu","62"
"1037","fr","La vérité blesse mais elle guérit plus sûrement que le mensonge","La verite blesse mais elle guerit plus surement que le mensonge","Od yhulwh eohvvh pdlv hooh jxhulw soxv vxuhphqw txh oh phqvrqjh","Op myuxky eavmvt dulh vfot xohgzn salm vjiypten tjv fh bvhvdeah","ch rYocan oeplia ifgq ptiy yrwdeq jost czpivwhl gzk pi qqiefilq","63"
"1038","fr","Le mieux est l'ennemi du bien quand on cherche la perfection","Le mieux est l'ennemi du bien quand on cherche la perfection","Oh plhxa hvw o'hqqhpl gx elhq txdqg rq fkhufkh od shuihfwlrq","Ot dchjo yvi c'yqcvgl sl vlte kxpex rc tbhgtbh ar jhgwyfiziq","mp zYfcq ycv m'imdxii sp ttnt lrhmr lk upkdeqp zq ucdvqbvgjx","60"
"1039","fr","Qui court deux lièvres à la fois n'en prend aucun au final","Qui court deux lievres a la fois n'en prend aucun au final","Txl frxuw ghxa olhyuhv d od irlv q'hq suhqg dxfxq dx ilqdo","Tjz wrjin gtlr oxvputj u op wilh e'yq eiyqs rofje ux uzhda","bzz Pjwuv uprd thyiaph a zv ybcq l'tl cxvys zxuag lq aerjf","58"
"1040","fr","Il faut rendre à César ce qui appartient à César sans hésiter","Il faut rendre a Cesar ce qui appartient a Cesar sans hesiter","Lo idxw uhqguh d Fhvdu fh txl dssduwlhqw d Fhvdu vdqv khvlwhu","La wuxi iyqsiy d Rvmdg ty tjz userlwxvhw p Tyvpi mdcj bhhznhg","ae vTbc rvcsUx v oficd zf pap jtlrsuqbic h hbPoi vkmq fzwqjdq","61"
"1041","fr","La jalousie est la sœur de l'amour comme le diable est de Dieu","La jalousie est la soeur de l'amour comme le diable est de Dieu","Od mdorxvlh hvw od vrhxu gh o'dprxu frpph oh gldeoh hvw gh Glhx","Op auodlmlt vmw ar mrtll gt c'updll fddgh av xlpsfh tjn gt Uchj","ah fYeoytop eti ob utppu ta d'mtffh tdgfr eh qigtsw ppq zm dAzq","62"
"1042","fr","Le temps perdu ne se retrouve jamais dans aucune boutique","Le temps perdu ne se retrouve jamais dans aucune boutique","Oh whpsv shugx qh vh uhwurxyh mdpdlv gdqv dxfxqh erxwltxh","Ot kypej jhguo qt jy utklrjmy mpdulh uuqh rofjey edlnlfly","cp lYnzh zydpq ac xz tpzancuo ahqofa tayq zxucgl wfgltctt","57"
"1043","fr","On ne peut pas plaire à tout le monde et à son père en même temps","On ne peut pas plaire a tout le monde et a son pere en meme temps","Rq qh shxw sdv sodluh d wrxw oh prqgh hw d vrq shuh hq phph whpsv","Rc ey stln spj jopzlh p kixi cy pdexh tk u vde jhgv yq bvgh ivgsh","cm pU lwst zhh sztyjv h vqnc rm rfphl aq n zfd ilcq id kvxi dqiqs","65"
"1044","fr","La beauté intérieure est la seule qui ne vieillisse jamais","La beaute interieure est la seule qui ne vieillisse jamais","Od ehdxwh lqwhulhxuh hvw od vhxoh txl qh ylhloolvvh mdpdlv","Op sydjky lckyuxvout vmw ar mhjcy tjz hh kzylaccvhv ddbrcv","ch zYscfn cmrtnyaiop eai ob uczzq mqp jc neqjmtmfqk iimfui","58"
"1045","fr","Qui aime bien châtie bien, dit le proverbe des grands-mères","Qui aime bien chatie bien, dit le proverbe des grands-meres","Txl dlph elhq fkdwlh elhq, glw oh suryhueh ghv judqgv-phuhv","Tjz ulbv vlte wkpkch qzyq, szn ot glrkvlet uyv viuqsj-ghgvm","azk Pjit ibph tlmnnc xsqj, wxj tp nydtuicp ila aivdsd-xzoqi","59"
"1046","fr","Le sage apprend de l'expérience d'autrui et l'idiot de la sienne","Le sage apprend de l'experience d'autrui et l'idiot de la sienne","Oh vdjh dssuhqg gh o'hashulhqfh g'dxwuxl hw o'lglrw gh od vlhqqh","Ot jujt rjsgvhg sv f'hmgyuxvhft u'uxiiol tk f'lsziw sv fd hzyqcv","ap pYzz zuqdssi gd i'corqdqaiap v'gayrvg ps t'nvtjg sq bi cfjmxi","64"
"1047","fr","La douleur passe mais la beauté que l'on a créée demeure","La douleur passe mais la beaute que l'on a creee demeure","Od grxohxu sdvvh pdlv od ehdxwh txh o'rq d fuhhh ghphxuh","Op uixavou ermvt dulh cu etrowt hoh a'fh d riyht uyptllh","vh eYayrio lpaua ifaq pt myluyp ebq q'qg c upfvc qatphtq","56"
"1048","fr","Mieux vaut une bonne retraite qu'une mauvaise bataille perdue","Mieux vaut une bonne retraite qu'une mauvaise bataille perdue","Plhxa ydxw xqh erqqh uhwudlwh tx'xqh pdxydlvh edwdlooh shugxh","Pxvoa krow jey edehh gvnupznh fl'oqt duxkrcvt suwpzfot gyusly","yrnHi yeuc zfb lqllw dhqiwajy gp'qta xfmnprua isghpbjc ydcsat","61"
"1049","fr","L'orgueil va devant la ruine et l'esprit hautain avant la chute","L'orgueil va devant la ruine et l'esprit hautain avant la chute","O'rujxhlo yd ghydqw od uxlqh hw o'hvsulw kdxwdlq dydqw od fkxwh","O'diaxtzf yp uyypen op iolcv yw a'vmsgzn kplndxe uypen op tbxiv","e'fpYvgrj ch hcawcl yh myvct io e'dbiwsj whrntaf lwhhc lk ypvri","63"
"1050","fr","Qui dort dîne car le sommeil nourrit le corps et l'âme","Qui dort dine car le sommeil nourrit le corps et l'ame","Txl gruw glqh fdu oh vrpphlo qrxuulw oh frusv hw o'dph","Tjz xrgk xlcv wdg cy vddghxc hrjilli cy fdijv tk f'dbv","rzd Pjru nbmd tic fm dfrifqq mtzvuvc tm zfpgv gi n'kfi","54"
"1051","fr","La réputation est comme un verre, facile à briser impossible","La reputation est comme un verre, facile a briser impossible","Od uhsxwdwlrq hvw frpph xq yhuuh, idfloh d eulvhu lpsrvvleoh","Op iysjkuwxfh hhk wrbdy xc myugv, zdrzfh p sllhvl lbgivhzvot","ch zYvasnqrqb gbq nckmu fc rojdu, aigfjt h qqstti vkqtdiijpy","60"
"1052","fr","Il n'y a pas de honte à apprendre de ses propres erreurs passées","Il n'y a pas de honte a apprendre de ses propres erreurs passees","Lo q'b d sdv gh krqwh d dssuhqguh gh vhv sursuhv huuhxuv sdvvhhv","La e's d erm gt yiqiv u deglhculh sv mhh glreiyv tilhjim spjmhtj","se l'T l ofu vp vdcax i tlmfdtqao sq qit qdclpuv tivozhq voszpqz","64"
"1053","fr","La jeunesse est heureuse parce qu'elle a la capacité de voir la beauté","La jeunesse est heureuse parce qu'elle a la capacite de voir la beaute","Od mhxqhvvh hvw khxuhxvh sdufh tx'hooh d od fdsdflwh gh yrlu od ehdxwh","Op ayxcvmvt vmw wvoutlmh erlft ho'hacy d ar wderwliv xh kfcu ar vhplnh","ch mYeoriop bii ybioplat tquyp eg'qcqm b el fubfurvn ti mqgi eh auwqtq","70"
"1054","fr","On ne peut pas être et avoir été au même moment dans le temps","On ne peut pas etre et avoir ete au meme moment dans le temps","Rq qh shxw sdv hwuh hw dyrlu hwh dx phph prphqw gdqv oh whpsv","Rc ey stln spj ywgv yw pmilg vnh pl ghbv grbvhw srhv av nhbgm","cm pU lwst chd szcb iv hdbow tid hk qtdq iqksui qbuw ek iioqd","61"
"1055","fr","Toute médaille a son revers et tout avantage son inconvénient","Toute medaille a son revers et tout avantage son inconvenient","Wrxwh phgdlooh d vrq uhyhuv hw wrxw dydqwdjh vrq lqfrqyhqlhqw","Wdlnh bvxdxcfh p jiq gvphgj yw ifow pmuqirah hfh lctiqkvhlten","wfkBt rqigrhfm v qzh ddxicq zy vhbg aboevqxu qqg vmntpqxiwptl","61"
"1056","fr","La persévérance est la clé qui ouvre toutes les portes fermées","La perseverance est la cle qui ouvre toutes les portes fermees","Od shuvhyhudqfh hvw od foh txl rxyuh wrxwhv ohv sruwhv ihuphhv","Op gyuhvphgrhft vmw ar wot hol dlput kixivm otj jrgkyv uvlptvm","ch qYdhaiqdpquo gib ep buy yqh fpttv anovpr izy zcdaun tiiophi","62"
"1057","fr","Le bonheur n'est pas une destination mais une façon de voyager","Le bonheur n'est pas une destination mais une facon de voyager","Oh erqkhxu q'hvw sdv xqh ghvwlqdwlrq pdlv xqh idfrq gh yrbdjhu","Ot siqwvou c'vmw erm xcv xhhkcqpkcrc dulh lhh urwrc uy ydpujti","vp bYsyxio m'lai obu rmq rimqnmhmxna ufqq att bqucm fu aachpzv","62"
"1058","fr","La gratitude est le plus beau des sentiments que l'on puisse éprouver","La gratitude est le plus beau des sentiments que l'on puisse eprouver","Od judwlwxgh hvw oh soxv ehdx ghv vhqwlphqwv txh o'rq sxlvvh hsurxyhu","Op xldiznxsv yvi cy salm etro gtj mhckcptenv fly o'de jxxjmh tglrjmyu","th vYrwfjcsv ric im oeps tylu opm dzmqnwpghl cit z'fr ylorzt pzqdcuoa","69"
"1059","fr","Qui rit vendredi dimanche pleurera, dit le sage populaire","Qui rit vendredi dimanche pleurera, dit le sage populaire","Txl ulw yhqguhgl glpdqfkh sohxuhud, glw oh vdjh srsxodluh","Tjz lli myqsiygx ucppewkt gfhjiyup, ucw av mdvv jrelfdxiy","tzv Pjc tocsrxvm dabhphlg ndczhqvm, aao ei bizf iglrutcfv","57"
"1060","fr","On n'est jamais mieux servi que par soi-même dans ce bas monde","On n'est jamais mieux servi que par soi-meme dans ce bas monde","Rq q'hvw mdpdlv plhxa vhuyl txh sdu vrl-phph gdqv fh edv prqgh","Rc e'yvi auppzm pxvoa hvlyx hoh erl vdz-ghbv xdcj wh qrm pdexh","cm v'Ula ieohrh jyhit qreiy cqt lfq udi-jrkm qibf zo xfq urhlq","62"
"1061","fr","La liberté des uns s'arrête là où commence celle des autres","La liberte des uns s'arrete la ou commence celle des autres","Od olehuwh ghv xqv v'duuhwh od rx frpphqfh fhooh ghv dxwuhv","Op ccetinh svm xcj m'dgiywt cu rj tipbvhft tyoav xhh rowgvm","mh pYmwlvo smq ior z'cdpfva bm vz kupqhicp egpry iyq dquobi","59"
"1062","fr","Il faut tourner sa langue sept fois avant de parler trop vite","Il faut tourner sa langue sept fois avant de parler trop vite","Lo idxw wrxuqhu vd odqjxh vhsw irlv dydqw gh sduohu wurs ylwh","La wuxi kixgeyu hr fdcxoh hvjw ufcv pmuqi uy spifhg klre mcwt","ae vTbv rncdqrl ga uymqfr zqim ahbg aiocv hx agsvtd lqnm uopb","61"
"1063","fr","Le travail est la source de toutes les richesses et vertus","Le travail est la source de toutes les richesses et vertus","Oh wudydlo hvw od vrxufh gh wrxwhv ohv ulfkhvvhv hw yhuwxv","Ot kldkrco tjn op jixgty gt kixivm otj llryyvhvm hi myuilm","tp nYnmfuw phy zv yzcdpr pv dnovpr ity zcuqtcoii cv vqooat","58"
"1064","fr","La modestie est la vertu de ceux qui n'ont rien à cacher","La modestie est la vertu de ceux qui n'ont rien a cacher","Od prghvwlh hvw od yhuwx gh fhxa txl q'rqw ulhq d fdfkhu","Op digtjnlt vmw ar phgko gt tyxm hol c'fhw gzyq p tufwvl","vh pYfwdzop eti hb uydpq nc dpyo mrq q'tgc dhbj a xptbgi","56"
"1065","fr","Qui sème la discorde récolte la haine et la solitude amère","Qui seme la discorde recolte la haine et la solitude amere","Txl vhph od glvfrugh uhfrowh od kdlqh hw od vrolwxgh dphuh","Tjz mhbv fd szmfdixh gvwraky op yulcv yw ar mraznxsv uptiy","ozk Pjgq io sffjrgvb deqicun ah mycct io ee buwujasp richv","58"
"1066","fr","La passion sans raison est un feu qui consume sans éclairer","La passion sans raison est un feu qui consume sans eclairer","Od sdvvlrq vdqv udlvrq hvw xq ihx txl frqvxph vdqv hfodluhu","Op guvhziq hrhv grcvde yvi lh itl kxx tiqhlgh hrhv ttfdxiyu","ah qYdvijq qdxu miucfv ilq it npr vtv rpdqqxt qqug pripcfva","59"
"1067","fr","L'art de vivre c'est l'art de savoir sacrifier le superflu","L'art de vivre c'est l'art de savoir sacrifier le superflu","O'duw gh ylyuh f'hvw o'duw gh vdyrlu vdfulilhu oh vxshuiox","O'pin gt mcygv w'hhk f'dgk xh hrprxi mdricixvl ot jostizoj","w'hpY vm dobdq c'igq n'rdq fn hquoru uvmfvtrpv iy yzjpzsvy","58"
"1068","fr","Le courage est la première des vertus car elle les rend possibles","Le courage est la premiere des vertus car elle les rend possibles","Oh frxudjh hvw od suhplhuh ghv yhuwxv fdu hooh ohv uhqg srvvleohv","Ot tixgrah tjn op glhbzyut uyv kvlwjj wdg vfot cyv gvhg efmvxsfhh","vp dYperuw phq zt ydckpqjc aat nziibb zgd pfic ymq dlii odggrqisq","65"
"1069","fr","La prudence est la mère de la sûreté et la fille de l'expérience","La prudence est la mere de la surete et la fille de l'experience","Od suxghqfh hvw od phuh gh od vxuhwh hw od ilooh gh o'hashulhqfh","Op glxsvhft vmw ar ghgv xh ar mxgvnh tk fd uzfot uy o'tojhgzyqrv","th sYdqriop egi db urde qi oq uwdpri gq ng apfjc ya z'pdyycqjuxi","64"
"1070","fr","Nul ne peut servir deux maîtres à la fois sans trahir l'un","Nul ne peut servir deux maitres a la fois sans trahir l'un","Qxo qh shxw vhuylu ghxa pdlwuhv d od irlv vdqv wudklu o'xq","Qjc hh evow hvlyxi xhjo gdxklhh r fd ufcv hrhv iiukxi f'xc","qzl Xm yqit qrbirc vdzr qytfngq a qu mfgq qviu aivgrm n'vr","58"
"1071","it","Meglio tardi che mai, dice il vecchio proverbio della nonna","Meglio tardi che mai, dice il vecchio proverbio della nonna","Phjolr wdugl fkh pdl, glfh lo yhffklr suryhuelr ghood qrqqd","Ptxfld kuusz wkt dul, szwh xc phrtbld glrkvlexf xhacu qdehd","gpfHra tnbsp aja nfb, srtj hq mkufqpt tdtnruirl gaefq mqxlf","59"
"1072","it","La vita è bella quando si vive con passione e determinazione","La vita e bella quando si vive con passione e determinazione","Od ylwd h ehood txdqgr vl ylyh frq sdvvlrqh h ghwhuplqdclrqh","Op mcwp v vhacu tjrhgd jc yxmy fde jdhjcrcv y gtkyubzhdoziqt","mh hYoi b iaezq mqpumf rd zcco zfq glmfzcmp u icdnqkyajvfjpx","60"
"1073","it","Chi ben comincia ha già fatto la metà del lavoro difficile","Chi ben comincia ha gia fatto la meta del lavoro difficile","Fkl ehq frplqfld kd jld idwwr od phwd gho odyrur gliilfloh","Fwz vhc tipxewlp yu jxr zdiki op dywp uyo arprgf xluwcfxcy","ibm Gjv qpbrhhla tc jrv zuvfn ch hyfc bah edyuru gmartbcgm","58"
"1074","it","L'amore non si chiede, si dà senza calcolo e senza misura","L'amore non si chiede, si da senza calcolo e senza misura","O'dpruh qrq vl fklhgh, vl gd vhqcd fdofror h vhqcd plvxud","O'pdiut eiq hz wkxvxh, hz xd hvhcp tuorffr t jyqor glhlld","v'hpYfv alb qr xjrnir, qq qj qfiah umpgygc p yuzdx utqttf","57"
"1075","it","Non rimandare a domani quello che puoi fare oggi con gioia","Non rimandare a domani quello che puoi fare oggi con gioia","Qrq ulpdqgduh d grpdql txhoor fkh sxrl iduh rjjl frq jlrld","Qde llbrhgpiy d sfgdcz kxtcfr ryy sjfc ipiy rvxc fde aldzu","tfk Xlqtuchsd v dfgnmp fjgrmc uzu cmsg chiv vmur eff glatj","58"
"1076","it","Chi trova un amico trova un tesoro che dura tutta la vita","Chi trova un amico trova un tesoro che dura tutta la vita","Fkl wuryd xq dplfr wuryd xq whvrur fkh gxud wxwwd od ylwd","Fwz nudmu xc rglrf nudmu xc kyvdii fwv xxgr nxiku op mcwp","wbf Gjaao dm uruwt gafma oc rnvfbi vrg iwdv ruarn mh hyob","57"
"1077","it","Il sole splende per tutti senza fare distinzione di sorta","Il sole splende per tutti senza fare distinzione di sorta","Lo vroh vsohqgh shu wxwwl vhqcd iduh glvwlqclrqh gl vruwd","La jiot jjotexh evl wjknl hvhcp wuut ucvizhcxfhh sz mrgku","ve pTzz yzrplyl tqi wzqbn qtiah pmbm aaqvrijqmgo sd qjaun","57"
"1078","it","La pazienza è amara ma il suo frutto è dolcissimo alla fine","La pazienza e amara ma il suo frutto e dolcissimo alla fine","Od sdclhqcd h dpdud pd lo vxr iuxwwr h groflvvlpr dood ilqh","Op gucxvhcp v uppiu pp zf vjf zujknr t uiorzmvxdi dacu ixey","ah rYdqmiah h miahv gh zh jji gwzpan v uaouryjvif aerf mcvl","59"
"1079","it","Chi non risica non rosica e rimane dov'è per sempre","Chi non risica non rosica e rimane dov'e per sempre","Fkl qrq ulvlfd qrq urvlfd h ulpdqh gry'h shu vhpsuh","Fwz hrc icvxtu qde lrhzwd t icppey gdm'y sti mhbglh","qbm Gjm uvarfi ptx lbqpuj m fvchfh lcd'o opk svtqdq","51"
"1080","it","Il tempo è galantuomo e prima o poi rivela tutto ciò che è","Il tempo e galantuomo e prima o poi rivela tutto cio che e","Lo whpsr h jdodqwxrpr h sulpd r srl ulyhod wxwwr flr fkh h","La kypef y jpcuqilipd v juxdu r efc uxmyop kowif wld tbh t","ce lTnch g ahvzmvxtzf r hiaaf m lru gcaoyh vynbb gkf ptp q","58"
"1081","it","Nessun uomo è un'isola intera di per se stesso nel mare","Nessun uomo e un'isola intera di per se stesso nel mare","Qhvvxq xrpr h xq'lvrod lqwhud gl shu vh vwhvvr qho pduh","Qtjmxc lipd v oq'xjiop zhwtiu gx gyu hv mwtjmr cvf ppiy","opmXzv rtyf r hi'vxzqh pyjabv cr qdd oa iopmbz gui chhv","55"
"1082","it","La strada per l'inferno è lastricata di buone intenzioni","La strada per l'inferno e lastricata di buone intenzioni","Od vwudgd shu o'lqihuqr h odvwulfdwd gl exrqh lqwhqclrql","Op jnupuu sti f'lcwyucf y opjnuxtuwp uc ejfhh xenhcqcrcz","wh hYzaaa gpm s'vctbcmh a gwyzarhapm ba qzrlg wqlmmmqxuj","56"
"1083","it","Chi cerca trova e chi non cerca non trova mai nulla","Chi cerca trova e chi non cerca non trova mai nulla","Fkl fhufd wuryd h fkl qrq fhufd qrq wuryd pdl qxood","Fwz whgtu wgfpd t tbl cfh ftiwd cfh wgfpd brc qjcfd","bbd Gjaqp hdpbg k fpq mpt gbgvq mdf ghbgm kzf ugxmf","51"
"1084","it","La speranza è il pane quotidiano di chi vive con dignità","La speranza e il pane quotidiano di chi vive con dignita","Od vshudqcd h lo sdqh txrwlgldqr gl fkl ylyh frq gljqlwd","Op jjhgrhcp v co erhh fliwxucdcf xl ryc yxmy fde xlvecwp","zh dYzqqumh l mi qyuv grqtmbarmu fg mtc crfc org lmihtlb","56"
"1085","it","Il silenzio è d'oro quando le parole farebbero solo danno","Il silenzio e d'oro quando le parole farebbero solo danno","Lo vlohqclr h g'rur txdqgr oh sduroh iduheehur vror gdqqr","La jcotetld v x'rgf kxpexr av jdgffh urlhqsyud jiod uuqcf","me pTzpylrf d t'inu grherl zu igdafg tqucxfqsv azaf myaxg","57"
"1086","it","Ogni giorno è una nuova pagina del libro della tua vita","Ogni giorno e una nuova pagina del libro della tua vita","Rjql jlruqr h xqd qxryd sdjlqd gho oleur ghood wxd ylwd","Rvec jxflqd v oqp eorkr jdvzhd svf oxslr svfop kod kznd","mirU ltzgyf h xiy xlzni uuqfjg srf itysg shuiy ynw nfjf","55"
"1087","it","La memoria è il diario che ognuno porta sempre con sé","La memoria e il diario che ognuno porta sempre con se","Od phpruld h lo gldulr fkh rjqxqr sruwd vhpsuh frq vh","Op dypdicd t zf gxrlld tbh dxhxcf jrgku vtdjut tiq hv","ch fYfmhvg p rf jtdukf ftp qqrzmd rgaun zppifv apq xi","53"
"1088","it","Non tutto ciò che luccica è oro né ogni parola è sincera","Non tutto cio che luccica e oro ne ogni parola e sincera","Qrq wxwwr flr fkh oxfflfd h rur qh rjql sdurod h vlqfhud","Qde nxiki fxf wkt cofrzwd t flr cv ijcz jdgffd t jcqrvld","wfv Xlvrn brp ggy nmbupgj t fgv mm uizz jgdpfg m fztuxif","56"
"1089","it","La semplicità è la forma più alta di ogni vera sofisticazione","La semplicita e la forma piu alta di ogni vera sofisticazione","Od vhpsolflwd h od irupd slx dowd gl rjql yhud vrilvwlfdclrqh","Op jypeccfxku h ar zrgdu sxl uoir xl dxhl kvld hfzlhkcfpqcrcv","ch lYzmhmareg n jq uadru fas trvf yu qtrt nqti jfgmqhtnmgxmui","61"
"1090","it","Chi semina bontà raccoglie amicizia sincera e pace interiore","Chi semina bonta raccoglie amicizia sincera e pace interiore","Fkl vhplqd erqwd udffrjolh dplflcld vlqfhud h sdfh lqwhulruh","Fwz mhbzhd qfhwp iufrfaoxv upxtccxr mlctyup v jdrv cqivlldiy","obk Gjqqjq xhfga bveurggay imrrhpom ucmhtpz a imuv fitxicftv","60"
"1091","it","Il rispetto non si compra ma si guadagna con i fatti concreti","Il rispetto non si compra ma si guadagna con i fatti concreti","Lo ulvshwwr qrq vl frpsud pd vl jxdgdjqd frq l idwwl frqfuhwl","La icvevnwd eiq hz wrbgld br ml vlugpxhd rfh l urnwx tiqriywx","me lTvwiivf qbl bx jtkkud of ua ihttqdrq uaf g wtuvr ubpcxvrb","61"
"1092","it","La cultura è ciò che resta quando si è dimenticato tutto","La cultura e cio che resta quando si e dimenticato tutto","Od fxowxud h flr fkh uhvwd txdqgr vl h glphqwlfdwr wxwwr","Op tooilld t tcr ryy utjnd fluqsf ml t ucptenlrrnr ilnwd","yh vYptytm p ufp cuc wpgaz aftosp xg m tawpuhlwtuw vfutb","56"
